0,0
5.05,0
6.132101,0.043212
7.178404,0.172848
8.188909,0.388909
9.163615,0.691393
10.102525,1.080302
11.005635,1.555635
11.872948,2.117392
12.704462,2.765573
13.500178,3.500179
13.570889,3.570889
14.366606,4.305494
15.198121,4.953676
16.065434,5.515433
16.968544,5.990766
17.907452,6.379674
18.88216,6.682159
19.892664,6.89822
20.938969,7.027856
22.021069,7.071068
22.121067,7.071068
23.199236,7.117882
24.233749,7.258323
25.2246,7.492392
26.171793,7.820089
27.075327,8.241414
27.9352,8.756366
28.751415,9.364945
29.523972,10.067152
30.252867,10.862988
30.317144,10.939592
31.04604,11.735428
31.818594,12.437634
32.634811,13.046214
33.494686,13.561167
34.39822,13.982491
35.345409,14.310187
36.336266,14.544257
37.370773,14.684698
38.448944,14.731512
38.548943,14.731512
39.622883,14.781571
40.644707,14.931749
41.61441,15.182046
42.531994,15.53246
43.397461,15.982994
44.210812,16.533646
44.972042,17.184416
45.681152,17.935307
46.338146,18.786314
46.395504,18.868231
47.052498,19.719238
47.761616,20.470129
48.522854,21.120899
49.336216,21.671551
50.201698,22.122086
51.119305,22.4725
52.089031,22.722795
53.110882,22.872974
54.184853,22.923033
54.284859,22.923033
55.354328,22.975956
56.362686,23.134727
57.309921,23.399347
58.196041,23.769814
59.021038,24.246126
59.784924,24.828289
60.487686,25.516298
61.129333,26.310154
61.709858,27.209858
61.759853,27.296459
62.340378,28.196163
62.982025,28.990021
63.684788,29.67803
64.448669,30.260191
65.273666,30.736506
66.15979,31.106972
67.107025,31.371592
68.115379,31.530363
69.184853,31.583286
69.284859,31.583286
70.349602,31.638672
71.343765,31.804829
72.267365,32.081757
73.120377,32.469456
73.902817,32.967922
74.614685,33.577164
75.255966,34.297173
75.826683,35.127956
76.32682,36.069511
76.369072,36.160141
76.869202,37.101696
77.439919,37.93248
78.0812,38.652489
78.793053,39.26173
79.575485,39.760197
80.42849,40.147896
81.352066,40.424824
82.346222,40.590981
83.410942,40.646366
83.510948,40.646366
84.570747,40.703793
85.550125,40.876068
86.449081,41.163197
87.267616,41.565174
88.00573,42.082005
88.663422,42.713688
89.240685,43.46022
89.737534,44.321606
90.153954,45.29784
90.188148,45.391811
90.604568,46.368046
91.10141,47.229431
91.678673,47.975964
92.336357,48.607647
93.074463,49.124481
93.89299,49.526459
94.791939,49.813587
95.771301,49.985863
96.831093,50.043289
96.931099,50.043289
97.985809,50.102318
98.949921,50.279404
99.823448,50.574547
100.606384,50.987747
101.298737,51.519009
101.900497,52.168324
102.411667,52.935699
102.832253,53.821133
103.162247,54.824619
103.188126,54.921215
103.518127,55.924702
103.938721,56.810139
104.449921,57.577511
105.051712,58.22683
105.744102,58.758087
106.527092,59.171291
107.400673,59.466434
108.364861,59.64352
109.41964,59.702549
109.519646,59.702549
110.569221,59.762733
111.517776,59.943279
112.365311,60.244194
113.111832,60.66547
113.757339,61.207115
114.301826,61.869125
114.7453,62.651501
115.087761,63.554245
115.329201,64.577347
115.346565,64.675827
115.588028,65.698929
115.93055,66.601677
116.37413,67.384048
116.91877,68.046059
117.564476,68.587708
118.311234,69.008987
119.159058,69.309898
120.107933,69.490448
121.157867,69.550629
121.257904,69.550629
122.302551,69.611504
123.23555,69.794144
124.056915,70.098534
124.76664,70.524689
125.364723,71.072594
125.851166,71.742256
126.225967,72.533676
126.489136,73.446854
126.640656,74.481789
126.649353,74.581413
126.80085,75.616348
127.063934,76.529526
127.438599,77.320946
127.924858,77.990608
128.52272,78.538513
129.232147,78.964668
130.053177,79.269058
130.985794,79.451698
132.029999,79.512573
132.130005,79.512573
133.1689,79.573685
134.085571,79.757027
134.880005,80.062599
135.552231,80.490395
136.102219,81.040413
136.529999,81.712669
136.835556,82.507149
137.01889,83.423851
137.080002,84.462784
137.080002,84.56279
137.141113,85.601723
137.324448,86.518425
137.630005,87.312904
138.057785,87.985161
138.607773,88.535179
139.279999,88.962975
140.074432,89.268547
140.991104,89.451889
142.029999,89.513
147.080002,89.513
