,distances,rewards,steps
9263,0.571390748024,-0.000139913904178,4171.0
9264,0.571390748024,-0.000139913904178,4172.0
9265,0.576438009739,-0.000143654453222,4173.0
9266,0.576438009739,-0.000143654453222,4174.0
9267,0.576438009739,-0.000143654453222,4175.0
9268,0.576438009739,-0.000143654453222,4176.0
9269,0.576438009739,-0.000143654453222,4177.0
9270,0.576438009739,-0.000143654453222,4178.0
9271,0.576438009739,-0.000143654453222,4179.0
9272,0.576438009739,-0.000143654453222,4180.0
9273,0.576438009739,-0.000143654453222,4181.0
9274,0.576438009739,-0.000143654453222,4182.0
9275,0.576438009739,-0.000143654453222,4183.0
9276,0.576438009739,-0.000143654453222,4184.0
9277,0.576438009739,-0.000143654453222,4185.0
9278,0.576438009739,-0.000143654453222,4186.0
9279,0.576438009739,-0.000143654453222,4187.0
9280,0.576438009739,-0.000143654453222,4188.0
9281,0.576438009739,-0.000143654453222,4189.0
9282,0.576438009739,-0.000143654453222,4190.0
9283,0.576438009739,-0.000143654453222,4191.0
9284,0.576438009739,-0.000143654453222,4192.0
9285,0.597251474857,-0.000159783877489,4193.0
9286,0.597251474857,-0.000159783877489,4194.0
9287,0.601190149784,-0.000162965934806,4195.0
9288,0.601190149784,-0.000162965934806,4196.0
9289,0.601190149784,-0.000162965934806,4197.0
9290,0.601190149784,-0.000162965934806,4198.0
9291,0.601190149784,-0.000162965934806,4199.0
9292,0.601190149784,-0.000162965934806,4200.0
9293,0.601190149784,-0.000162965934806,4201.0
9294,0.601190149784,-0.000162965934806,4202.0
9295,0.601190149784,-0.000162965934806,4203.0
9296,0.601190149784,-0.000162965934806,4204.0
9297,0.601190149784,-0.000162965934806,4205.0
9298,0.601190149784,-0.000162965934806,4206.0
9299,0.601190149784,-0.000162965934806,4207.0
9300,0.601190149784,-0.000162965934806,4208.0
9301,0.601190149784,-0.000162965934806,4209.0
9302,0.601190149784,-0.000162965934806,4210.0
9303,0.601190149784,-0.000162965934806,4211.0
9304,0.601190149784,-0.000162965934806,4212.0
